"","update","seed","FIX","K","ED","MUT","TRD","VEL","edit_distance_mean","edit_distance_max","edit_distance_min","average_unique_genomes","alpha","beta","K_str","K_factor","FIX_str","ED_str","MUT_str","MUT_factor"
"3675",600,514,0,3,0,0.1,0,0.1,75.22,88,55,100,0.0198046548322302,-0.00720444461948362,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3676",600,514,0,5,0,0.001,0,0.1,2.785,8,0,19,0.249451479232368,-0.0962658260025014,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3677",600,514,0,5,0,0.01,0,0.1,61.02,81,12,98,0.13586013736251,-0.0513505653735976,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3678",600,514,0,5,0,0.1,0,0.1,77.565,88,67,100,0.0223610998481842,-0.00887323182621439,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3679",600,514,0,10,0,0.001,0,0.1,7.36,14,0,25,0.217266096167937,-0.0823315839727107,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3680",600,514,0,10,0,0.01,0,0.1,76.27,87,58,95,0.0614715803497318,-0.0231682947615044,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3681",600,514,0,10,0,0.1,0,0.1,80.515,91,57,100,-0.00204488847598072,0.000842208289972677,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3682",600,514,1,3,0,0.001,0,0.1,7.365,88,0,30,0.0240548667010343,-0.00394501562541088,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3683",600,514,1,3,0,0.01,0,0.1,24.94,90,2,94,0.0232212339617651,-0.00381598675076982,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3684",600,514,1,3,0,0.1,0,0.1,27.715,66,5,100,0.0246744827518412,-0.0065983942037139,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3685",600,515,0,3,0,0.001,0,0.1,1.89,8,0,21,0.280524286173195,-0.112614247657884,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3686",600,515,0,3,0,0.01,0,0.1,47.165,73,5,96,0.0977509491126548,-0.0385482723083523,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3687",600,515,0,3,0,0.1,0,0.1,64.43,88,38,100,0.0686012437801323,-0.0266649382171321,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3688",600,515,0,5,0,0.001,0,0.1,2.925,8,0,18,0.233204486075582,-0.0901168917058506,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3689",600,515,0,5,0,0.01,0,0.1,54.44,80,15,96,0.0756094911387838,-0.0288647116410342,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3690",600,515,0,5,0,0.1,0,0.1,75.72,91,58,100,0.0145558362665234,-0.00639183819929922,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3691",600,515,0,10,0,0.001,0,0.1,3.41,10,0,14,0.251122975382621,-0.0948656792737993,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3692",600,515,0,10,0,0.01,0,0.1,65.72,86,28,94,0.0755064022765292,-0.0264927137740433,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3693",600,515,0,10,0,0.1,0,0.1,61.645,93,36,100,0.0144734906209963,-0.00757150229712667,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3694",600,515,1,3,0,0.001,0,0.1,0.92,4,0,14,0.0238762626104039,-0.00382024369016082,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3695",600,515,1,3,0,0.01,0,0.1,18.86,70,2,99,0.0179425820152042,-0.00203189260186673,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3696",600,515,1,3,0,0.1,0,0.1,75.435,84,63,100,0.000405044591423527,0.00102551773118047,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3697",600,516,0,3,0,0.001,0,0.1,1.87,12,0,17,0.26051407529299,-0.104215056853665,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3698",600,516,0,3,0,0.01,0,0.1,47.16,78,2,97,0.121900715384678,-0.0480986570922443,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3699",600,516,0,3,0,0.1,0,0.1,73.485,89,48,100,-0.00642665297076986,0.0019487089908572,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3700",600,516,0,5,0,0.001,0,0.1,3.49,10,0,20,0.267793766199758,-0.105100104620587,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3701",600,516,0,5,0,0.01,0,0.1,64.705,82,16,97,0.0788785583465991,-0.0299994817959232,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3702",600,516,0,5,0,0.1,0,0.1,78.485,90,60,100,0.0128820023214942,-0.00618307704715929,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3703",600,516,0,10,0,0.001,0,0.1,2.575,8,0,13,0.298152279769339,-0.114822627399197,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3704",600,516,0,10,0,0.01,0,0.1,68.505,87,20,96,0.0738696265198329,-0.026750845790506,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3705",600,516,0,10,0,0.1,0,0.1,77.45,91,53,100,0.0545679813715975,-0.0192424193539485,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3706",600,516,1,3,0,0.001,0,0.1,3.485,83,0,18,0.0240163176874363,-0.00390985430840653,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3707",600,516,1,3,0,0.01,0,0.1,15.705,49,4,92,0.00819465787433688,0.00125326760040189,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3708",600,516,1,3,0,0.1,0,0.1,13.29,96,0,89,0.0243095504190507,-0.00655542670708764,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3709",600,517,0,3,0,0.001,0,0.1,2.305,8,0,22,0.240643363174066,-0.0962449973976124,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3710",600,517,0,3,0,0.01,0,0.1,46,68,7,96,0.15327716923678,-0.0580193712624,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3711",600,517,0,3,0,0.1,0,0.1,37.085,88,13,100,0.0641537591111267,-0.0241562764439656,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3712",600,517,0,5,0,0.001,0,0.1,3.14,9,0,22,0.26468376226211,-0.102081940314613,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3713",600,517,0,5,0,0.01,0,0.1,51.605,75,10,93,0.137830661400289,-0.0519451220584725,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3714",600,517,0,5,0,0.1,0,0.1,80.01,91,70,100,0.0175050687864932,-0.00613403635163758,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3715",600,517,0,10,0,0.001,0,0.1,1.945,6,0,13,0.320500712395958,-0.123233871571115,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3716",600,517,0,10,0,0.01,0,0.1,68.965,84,45,96,0.0427439190941327,-0.0166328603638412,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3717",600,517,0,10,0,0.1,0,0.1,61.8,91,29,100,0.0377270145997997,-0.0147489517947896,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3718",600,517,1,3,0,0.001,0,0.1,1.04,6,0,17,0.0238824177494652,-0.00382442114956085,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3719",600,517,1,3,0,0.01,0,0.1,18.36,73,2,97,0.0240645893624707,-0.00404701575672044,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3720",600,517,1,3,0,0.1,0,0.1,75.75,82,67,100,0.00832328824002145,-0.001628670959137,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3721",600,518,0,3,0,0.001,0,0.1,2.01,8,0,19,0.245253434253835,-0.0954247340373267,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3722",600,518,0,3,0,0.01,0,0.1,53.32,76,4,96,0.0871838513025049,-0.0341014065530806,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3723",600,518,0,3,0,0.1,0,0.1,78.05,89,63,100,0.0147684342206974,-0.00579543023693961,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3724",600,518,0,5,0,0.001,0,0.1,2.295,6,0,18,0.269288704460913,-0.102815584144295,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3725",600,518,0,5,0,0.01,0,0.1,55.9,83,15,98,0.0732842472350448,-0.0270103999712081,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3726",600,518,0,5,0,0.1,0,0.1,79.89,88,70,100,-0.00269739799909068,0.0010151184081778,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3727",600,518,0,10,0,0.001,0,0.1,4.525,11,0,21,0.222760691485689,-0.0852315333825491,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3728",600,518,0,10,0,0.01,0,0.1,67.94,82,40,98,0.104272774377412,-0.0382560044297031,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3729",600,518,0,10,0,0.1,0,0.1,76.21,92,46,100,0.0517076079925556,-0.0166235873594349,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3730",600,518,1,3,0,0.001,0,0.1,1.32,8,0,19,0.023882755346685,-0.00382428984392683,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3731",600,518,1,3,0,0.01,0,0.1,23.38,81,4,94,0.0233627671769201,-0.00387296216278411,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3732",600,518,1,3,0,0.1,0,0.1,78.425,86,69,100,0.00583866653314948,-0.000784317902019215,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3733",600,519,0,3,0,0.001,0,0.1,3.365,70,0,17,0.299033086575834,-0.116610112734244,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3734",600,519,0,3,0,0.01,0,0.1,54.62,82,11,96,0.113705114086301,-0.0432314164954834,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3735",600,519,0,3,0,0.1,0,0.1,38.575,85,13,100,0.0663525782674753,-0.0247257354224019,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3736",600,519,0,5,0,0.001,0,0.1,3.495,9,0,20,0.290340892374013,-0.114589925011809,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3737",600,519,0,5,0,0.01,0,0.1,56.69,83,11,97,0.0974883405812977,-0.0368108925280882,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3738",600,519,0,5,0,0.1,0,0.1,55.195,93,17,100,0.0426832931219004,-0.0178607289220377,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3739",600,519,0,10,0,0.001,0,0.1,5.05,10,0,20,0.257119819910048,-0.0992995675020052,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3740",600,519,0,10,0,0.01,0,0.1,67.765,86,34,94,0.0709557389705052,-0.0254977661834822,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3741",600,519,0,10,0,0.1,0,0.1,85.59,91,76,100,0.0133558187871374,-0.0051166183915522,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3742",600,519,1,3,0,0.001,0,0.1,1.375,8,0,19,0.0238846862681544,-0.00382573144889323,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3743",600,519,1,3,0,0.01,0,0.1,23.86,74,2,98,0.023258194055563,-0.00383052871974832,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3744",600,519,1,3,0,0.1,0,0.1,64.815,81,47,100,0.0148727612205251,-0.00363544657142267,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3745",600,520,0,3,0,0.001,0,0.1,1.125,7,0,16,0.24880989107793,-0.0985563968823233,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3746",600,520,0,3,0,0.01,0,0.1,49.28,75,8,96,0.109862526158366,-0.0426804914638875,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3747",600,520,0,3,0,0.1,0,0.1,71.455,85,46,100,0.015674655229849,-0.00641920452272176,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3748",600,520,0,5,0,0.001,0,0.1,3.735,11,0,25,0.202553468424238,-0.0791975172216898,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3749",600,520,0,5,0,0.01,0,0.1,56.07,79,15,95,0.0945777638260402,-0.0352599913906101,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3750",600,520,0,5,0,0.1,0,0.1,81.13,90,67,100,0.0174482450641145,-0.00659824896598663,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3751",600,520,0,10,0,0.001,0,0.1,6.31,12,2,19,0.21567518402602,-0.0801564294972313,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3752",600,520,0,10,0,0.01,0,0.1,63.19,86,32,97,0.0993151901561539,-0.0366666013738958,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3753",600,520,0,10,0,0.1,0,0.1,84.445,90,79,100,0.00529837399933803,-0.00171418262767548,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3754",600,520,1,3,0,0.001,0,0.1,0.94,4,0,14,0.0234602706473253,-0.00368238230573866,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3755",600,520,1,3,0,0.01,0,0.1,19.965,62,2,98,0.0237879913434678,-0.00396019669633,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3756",600,520,1,3,0,0.1,0,0.1,74.715,83,65,100,0.0110825377434765,-0.00271495698755403,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3757",600,521,0,3,0,0.001,0,0.1,2.835,10,0,23,0.273390898722159,-0.110029919031738,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3758",600,521,0,3,0,0.01,0,0.1,49.36,79,7,99,0.119208632576956,-0.0458224759537653,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3759",600,521,0,3,0,0.1,0,0.1,44.64,71,13,100,0.0794888204836366,-0.0286627687431782,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3760",600,521,0,5,0,0.001,0,0.1,4.075,11,0,19,0.198857171438216,-0.075183192042759,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3761",600,521,0,5,0,0.01,0,0.1,59.005,78,16,97,0.104379169378835,-0.0392477208633644,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3762",600,521,0,5,0,0.1,0,0.1,77.76,90,57,100,0.0200406597859808,-0.00734014934847268,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3763",600,521,0,10,0,0.001,0,0.1,8.265,77,0,23,0.284321433729123,-0.107587833259245,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3764",600,521,0,10,0,0.01,0,0.1,63.475,79,40,94,0.130794313553782,-0.0470273041579595,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3765",600,521,0,10,0,0.1,0,0.1,86.295,92,79,100,0.00784724631396656,-0.00285089876898985,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3766",600,521,1,3,0,0.001,0,0.1,7.05,90,0,29,0.023606105225917,-0.00378326413870585,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3767",600,521,1,3,0,0.01,0,0.1,18.405,71,4,93,0.0235926007494349,-0.00387892215168239,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3768",600,521,1,3,0,0.1,0,0.1,75.02,85,63,100,0.00362723947478535,-0.000183336904758844,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3769",600,522,0,3,0,0.001,0,0.1,3.675,13,0,27,0.263393902741424,-0.105494400806888,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3770",600,522,0,3,0,0.01,0,0.1,48.94,76,4,96,0.138455154716612,-0.0535584450730952,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3771",600,522,0,3,0,0.1,0,0.1,76.13,90,57,100,0.00895488997024784,-0.00382209112564903,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3772",600,522,0,5,0,0.001,0,0.1,3.4,10,0,21,0.243394267507084,-0.0980363812200863,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3773",600,522,0,5,0,0.01,0,0.1,59.995,80,14,98,0.118852523921197,-0.0446105093542302,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3774",600,522,0,5,0,0.1,0,0.1,48.635,80,28,100,0.060629514606409,-0.0237595574100595,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3775",600,522,0,10,0,0.001,0,0.1,3.835,8,0,16,0.218289586749555,-0.0829949699118877,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3776",600,522,0,10,0,0.01,0,0.1,67.775,82,31,95,0.117409244774228,-0.0442574296416673,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3777",600,522,0,10,0,0.1,0,0.1,53.54,82,23,98,0.035667399829503,-0.0128046592450123,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3778",600,522,1,3,0,0.001,0,0.1,1.68,6,0,24,0.0238947283524162,-0.00383228707668621,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3779",600,522,1,3,0,0.01,0,0.1,21.715,80,2,95,0.0237574337430201,-0.00398524449213855,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3780",600,522,1,3,0,0.1,0,0.1,74.015,82,59,100,0.00575907004203759,-0.000851121255469248,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3781",600,523,0,3,0,0.001,0,0.1,2,8,0,19,0.284464794963496,-0.112886960274483,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3782",600,523,0,3,0,0.01,0,0.1,51.585,75,2,98,0.0551038396950157,-0.0217956731363616,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3783",600,523,0,3,0,0.1,0,0.1,71.7,87,40,100,0.0158286665600156,-0.00568621485963546,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3784",600,523,0,5,0,0.001,0,0.1,2.51,7,0,16,0.287353345730851,-0.111720455873419,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3785",600,523,0,5,0,0.01,0,0.1,56.555,81,5,95,0.132877724024275,-0.0507070755529724,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3786",600,523,0,5,0,0.1,0,0.1,68.335,92,46,100,0.0508194964460983,-0.0213335563445459,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3787",600,523,0,10,0,0.001,0,0.1,4.325,9,0,17,0.311995907606347,-0.121060904129506,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3788",600,523,0,10,0,0.01,0,0.1,69.31,82,36,97,0.121979306766014,-0.0446680522817954,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3789",600,523,0,10,0,0.1,0,0.1,84.655,91,78,100,0.0074268686679754,-0.00270549832799066,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3790",600,523,1,3,0,0.001,0,0.1,0.67,4,0,12,0.0238744719552119,-0.00381892193782274,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3791",600,523,1,3,0,0.01,0,0.1,17.755,73,0,95,0.0226432552526322,-0.003550866667123,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3792",600,523,1,3,0,0.1,0,0.1,76.23,84,64,100,0.00196987449941526,0.000373990994095769,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3793",600,524,0,3,0,0.001,0,0.1,1.61,7,0,16,0.263610301882532,-0.103301171265796,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3794",600,524,0,3,0,0.01,0,0.1,57.285,79,9,96,0.0443139699688951,-0.0179349233275109,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3795",600,524,0,3,0,0.1,0,0.1,68.835,88,40,100,0.0706476672402456,-0.0254521942630161,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3796",600,524,0,5,0,0.001,0,0.1,2.17,7,0,16,0.298709597642869,-0.116749005437004,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3797",600,524,0,5,0,0.01,0,0.1,60.955,84,13,99,0.0655987530344516,-0.024751736916302,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3798",600,524,0,5,0,0.1,0,0.1,62.86,84,40,100,0.0464499196402021,-0.0160423482568377,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3799",600,524,0,10,0,0.001,0,0.1,6.4,13,0,23,0.269096480939003,-0.102681486606033,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3800",600,524,0,10,0,0.01,0,0.1,59.86,77,26,94,0.150980717374584,-0.0557207660971806,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3801",600,524,0,10,0,0.1,0,0.1,84.335,94,71,100,0.0269136733831356,-0.010037807872726,"K = 10","K = 10","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3802",600,524,1,3,0,0.001,0,0.1,1.31,6,0,20,0.0236776719445555,-0.00375752754954635,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3803",600,524,1,3,0,0.01,0,0.1,17.99,66,0,92,0.0235789148218224,-0.003878170795036,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3804",600,524,1,3,0,0.1,0,0.1,76.78,87,68,100,0.00707584024379468,-0.00118473164632346,"K = 3","K = 3","Fixed NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3805",600,525,0,3,0,0.001,0,0.1,5.73,39,0,29,0.273489475964367,-0.109087497490149,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3806",600,525,0,3,0,0.01,0,0.1,44.24,77,4,95,0.133567097703497,-0.0502170388693518,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
"3807",600,525,0,3,0,0.1,0,0.1,74.32,86,53,100,0.0239152482376043,-0.00982703168272349,"K = 3","K = 3","Random NK","Levenshtein","Mut. Rate: 0.1","Mut. Rate: 0.1"
"3808",600,525,0,5,0,0.001,0,0.1,2.635,9,0,18,0.231842780880362,-0.0895136304141873,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.001","Mut. Rate: 0.001"
"3809",600,525,0,5,0,0.01,0,0.1,56.79,81,9,94,0.121150902384813,-0.0453149170857211,"K = 5","K = 5","Random NK","Levenshtein","Mut. Rate: 0.01","Mut. Rate: 0.01"
